uid,gid,player,pa,pc,py,ints,tdp,ra,sra,ry,tdr,trg,rec,recy,tdrec,ret,rety,tdret,fuml,peny,conv,snp,fp,fp2,fp3,game,seas,year,team,posd,jnum,dcp
105588,5064,DJ-0850,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,5,0,0,0,1,5,2019,TEN,LWR,15,2
105589,5064,MM-0912,24,14,248,0,3,3,2,24,0,0,0,0,0,0,0,0,0,0,0,59,24.32,24.32,24.32,1,5,2019,TEN,QB,8,1
105590,5064,DW-0500,0,0,0,0,0,0,0,0,0,6,5,55,2,0,0,0,0,0,0,29,17.5,20,22.5,1,14,2019,TEN,TE,82,1
105591,5064,DH-2450,0,0,0,0,0,19,10,84,1,2,1,75,1,0,0,0,0,15,0,36,27.9,28.4,28.9,1,4,2019,TEN,RB,22,1
105592,5064,AB-3150,0,0,0,0,0,0,0,0,0,4,3,100,0,0,0,0,0,0,0,26,10,11.5,16,1,1,2019,TEN,RWR,11,2
105593,5064,DL-1700,0,0,0,0,0,3,1,7,0,4,3,6,0,0,0,0,0,0,0,26,1.3,2.8,4.3,1,9,2019,TEN,RB,33,2
105594,5064,DN-1225,0,0,0,0,0,0,0,0,0,6,4,37,1,0,0,0,0,0,0,66,9.7,11.7,13.7,1,3,2019,CLE,TE,85,1
105595,5064,AH-3862,0,0,0,0,0,0,0,0,0,1,1,5,0,4,0,0,0,0,0,22,0.5,1,1.5,1,5,2019,TEN,SWR,10,1
105596,5064,JS-4550,0,0,0,0,0,1,1,10,0,1,1,7,0,0,0,0,0,0,0,37,1.7,2.2,2.7,1,3,2019,TEN,TE,81,1
105597,5064,CD-0975,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,45,0,0,0,1,3,2019,TEN,LWR,84,1
105598,5064,DH-1450,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,13,0,0,0,1,7,2019,CLE,TE,88,1
105599,5064,MP-2350,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,0,0,0,1,5,2019,TEN,TE,85,2
105600,5064,TS-1262,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,0,0,0,1,4,2019,TEN,RWR,19,1
105601,5064,DR-0550,0,0,0,0,0,0,0,0,0,2,2,17,0,0,0,0,0,0,0,35,1.7,2.7,3.7,1,2,2019,CLE,RWR,18,2
105602,5064,DJ-0887,0,0,0,0,0,1,0,13,0,2,2,23,0,1,23,0,0,0,0,9,3.6,4.6,5.6,1,1,2019,CLE,RB,30,3
105603,5064,RT-0150,0,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,2,-0.2,-0.2,-0.2,1,8,2019,TEN,QB,17,2
105604,5065,DG-3200,0,0,0,0,0,10,3,18,0,3,3,20,0,0,0,0,0,0,0,24,3.8,5.3,6.8,1,2,2019,WAS,RB,29,1
105605,5065,CK-0250,44,30,380,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,27.2,27.2,30.2,1,8,2019,WAS,QB,8,1
105606,5065,JS-5475,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,14,0.8,1.3,1.8,1,3,2019,WAS,TE,87,3
105607,5065,PR-0150,0,0,0,0,0,0,0,0,0,7,4,36,0,0,0,0,0,0,0,52,3.6,5.6,7.6,1,6,2019,WAS,RWR,10,1
105608,5065,VD-0100,0,0,0,0,0,0,0,0,0,7,4,59,1,0,0,0,0,0,0,55,11.9,13.9,15.9,1,14,2019,WAS,TE,85,2
105609,5065,CW-1425,39,28,313,0,3,4,3,5,0,0,0,0,0,0,0,0,0,0,0,75,25.02,25.02,28.02,1,4,2019,PHI,QB,11,1
105610,5065,ZE-0100,0,0,0,0,0,0,0,0,0,7,5,54,0,0,0,0,0,0,0,62,5.4,7.9,10.4,1,7,2019,PHI,TE,86,1
105611,5065,DJ-0200,0,0,0,0,0,0,0,0,0,10,8,154,2,0,0,0,0,15,0,52,27.4,31.4,38.4,1,12,2019,PHI,RWR,10,1
105612,5065,MS-0125,0,0,0,0,0,11,3,25,0,2,1,2,0,0,0,0,0,0,0,36,2.7,3.2,3.7,1,1,2019,PHI,RB,26,2
105613,5065,DS-3300,0,0,0,0,0,9,4,47,0,3,3,16,0,4,46,0,0,0,1,23,8.3,9.8,11.3,1,15,2019,PHI,RB,43,3
105614,5065,NA-0050,0,0,0,0,0,0,0,0,0,5,2,11,0,0,0,0,0,0,0,60,1.1,2.1,3.1,1,5,2019,PHI,SWR,13,1
105615,5065,TQ-0100,0,0,0,0,0,0,0,0,0,6,4,33,1,3,16,0,0,7,0,65,9.3,11.3,13.3,1,2,2019,WAS,SWR,14,1
105616,5065,KH-0525,0,0,0,0,0,0,0,0,0,2,2,31,0,0,0,0,0,0,0,15,3.1,4.1,5.1,1,1,2019,WAS,RWR,13,2
105617,5065,CT-1220,0,0,0,0,0,3,1,10,0,10,7,68,0,0,0,0,0,0,0,43,7.8,11.3,14.8,1,7,2019,WAS,RB,25,2
105618,5065,TM-2275,0,0,0,0,0,0,0,0,0,7,5,125,1,0,0,0,0,0,0,62,18.5,21,26.5,1,1,2019,WAS,LWR,17,1
105619,5065,JH-5575,0,0,0,0,0,6,6,44,0,3,2,11,0,0,0,0,0,0,0,17,5.5,6.5,7.5,1,4,2019,PHI,RB,24,1
105620,5065,AJ-0430,0,0,0,0,0,1,1,2,1,6,5,49,1,0,0,0,0,0,0,60,17.1,19.6,22.1,1,8,2019,PHI,LWR,17,1
105621,5065,DG-1287,0,0,0,0,0,0,0,0,0,3,2,16,0,0,0,0,0,0,0,41,1.6,2.6,3.6,1,2,2019,PHI,TE,88,2
105622,5065,JA-1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,1,1,2019,PHI,LWR,19,2
105623,5066,AD-0100,51,35,418,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,77,20.72,20.72,25.72,1,9,2019,CIN,QB,14,1
105624,5066,TB-2075,0,0,0,0,0,1,0,3,0,11,8,60,0,0,0,0,0,0,0,61,6.3,10.3,14.3,1,4,2019,CIN,SWR,83,1
105625,5066,JR-3280,0,0,0,0,0,0,0,0,0,12,7,158,2,0,0,0,0,0,0,63,27.8,31.3,37.8,1,3,2019,CIN,RWR,11,1
105626,5066,JM-5275,0,0,0,0,0,6,1,10,0,3,2,7,0,0,0,0,0,0,0,29,1.7,2.7,3.7,1,3,2019,CIN,RB,28,1
105627,5066,CC-0750,0,0,0,0,0,15,5,46,1,7,6,35,1,0,0,0,1,0,0,41,18.1,21.1,25.1,1,3,2019,SEA,RB,32,1
105628,5066,RW-3850,20,14,196,0,2,4,1,8,0,0,0,0,0,0,0,0,0,0,0,53,16.64,16.64,16.64,1,8,2019,SEA,QB,3,1
105629,5066,DM-2275,0,0,0,0,0,0,0,0,0,6,4,89,0,0,0,0,0,0,0,41,8.9,10.9,12.9,1,1,2019,SEA,LWR,14,4
105630,5066,AE-1037,0,0,0,0,0,0,0,0,0,4,4,28,0,7,34,0,1,0,0,11,0.8,2.8,5.8,1,4,2019,CIN,SWR,12,2
105631,5066,DS-0050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,1,1,2019,CIN,TE,89,3
105632,5066,DW-3987,0,0,0,0,0,0,0,0,0,5,3,30,0,0,0,0,0,0,0,69,3,4.5,6,1,1,2019,CIN,LWR,15,1
105633,5066,TE-0300,0,0,0,0,0,0,0,0,0,6,5,27,0,0,0,0,0,0,0,38,2.7,5.2,7.7,1,7,2019,CIN,TE,85,2
105634,5066,WD-0550,0,0,0,0,0,0,0,0,0,2,1,12,0,0,0,0,0,5,0,27,1.2,1.7,2.2,1,2,2019,SEA,TE,88,2
105635,5066,TL-1025,0,0,0,0,0,0,0,0,0,2,1,44,1,2,0,0,0,0,0,48,10.4,10.9,11.4,1,5,2019,SEA,RWR,16,1
105636,5066,RP-0550,0,0,0,0,0,6,3,18,0,0,0,0,0,1,21,0,0,0,0,14,1.8,1.8,1.8,1,2,2019,SEA,RB,20,2
105637,5066,CU-0150,0,0,0,0,0,0,0,0,0,5,4,66,0,0,0,0,0,0,0,54,6.6,8.6,10.6,1,5,2019,CIN,TE,87,1
105638,5066,GB-0350,0,0,0,0,0,7,2,21,0,3,2,42,0,0,0,0,0,0,0,48,6.3,7.3,8.3,1,7,2019,CIN,RB,25,2
105639,5066,NV-0050,0,0,0,0,0,0,0,0,0,2,2,16,0,0,0,0,0,0,0,24,1.6,2.6,3.6,1,4,2019,SEA,TE,81,1
105640,5066,CC-0775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,3,2019,CIN,TE,82,4
105641,5067,AE-0550,0,0,0,0,0,12,6,58,1,7,6,96,2,0,0,0,0,0,0,48,33.4,36.4,39.4,1,3,2019,LAC,RB,30,1
105642,5067,PR-0300,34,25,333,1,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,64,23.92,24.92,27.92,1,16,2019,LAC,QB,17,1
105643,5067,KA-0650,0,0,0,0,0,0,0,0,0,10,8,123,1,0,0,0,0,0,0,53,18.3,22.3,29.3,1,7,2019,LAC,LWR,13,1
105644,5067,CR-1525,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,25,0,0,0,1,4,2019,IND,RWR,80,3
105645,5067,JB-5725,27,21,190,0,2,3,2,9,0,0,0,0,0,0,0,0,0,0,0,63,16.5,16.5,16.5,1,4,2019,IND,QB,7,1
105646,5067,TH-1850,0,0,0,0,0,0,0,0,0,9,8,87,2,0,0,0,0,0,0,56,20.7,24.7,28.7,1,8,2019,IND,LWR,13,1
105647,5067,DC-0025,0,0,0,0,0,0,0,0,0,2,2,35,0,0,0,0,0,0,0,11,3.5,4.5,5.5,1,2,2019,IND,LWR,11,2
105648,5067,MM-0050,0,0,0,0,0,25,17,174,1,0,0,0,0,0,0,0,0,0,1,48,25.4,25.4,28.4,1,3,2019,IND,RB,25,1
105649,5067,JJ-0575,0,0,0,0,0,6,3,57,0,3,1,4,0,0,0,0,0,0,0,16,6.1,6.6,7.1,1,2,2019,LAC,RB,22,2
105650,5067,DI-0075,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,27,0.5,1,1.5,1,9,2019,LAC,LWR,16,3
105651,5067,PC-0050,0,0,0,0,0,1,1,7,0,1,1,1,0,2,44,0,0,0,0,18,0.8,1.3,1.8,1,1,2019,IND,LWR,15,3
105652,5067,DF-2200,0,0,0,0,0,0,0,0,0,5,3,32,0,0,0,0,0,0,0,36,3.2,4.7,6.2,1,5,2019,IND,RWR,17,1
105653,5067,JD-2550,0,0,0,0,0,0,0,0,0,2,1,20,0,0,0,0,0,0,0,43,2,2.5,3,1,7,2019,IND,TE,84,1
105654,5067,NH-1237,0,0,0,0,0,4,2,13,0,4,4,4,0,0,0,0,0,0,0,17,1.7,3.7,5.7,1,2,2019,IND,RB,21,2
105655,5067,MA-0487,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,13,0.3,0.8,1.3,1,3,2019,IND,TE,81,2
105656,5067,TB-1060,0,0,0,0,0,0,0,0,0,3,2,12,0,0,0,0,0,0,0,31,1.2,2.2,3.2,1,8,2019,LAC,LWR,12,2
105657,5067,MW-2825,0,0,0,0,0,0,0,0,0,3,2,29,0,0,0,0,0,0,0,41,2.9,3.9,4.9,1,3,2019,LAC,RWR,81,1
105658,5067,TT-0500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,2019,LAC,QB,5,2
105659,5067,DW-1750,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,15,0.4,0.4,0.4,1,4,2019,LAC,FB,34,1
105660,5067,HH-0225,0,0,0,0,0,0,0,0,0,5,4,60,0,0,0,0,0,10,0,58,6,8,10,1,4,2019,LAC,TE,86,1
105661,5067,EE-0050,0,0,0,0,0,0,0,0,0,3,1,8,0,0,0,0,0,0,0,25,0.8,1.3,1.8,1,6,2019,IND,TE,85,1
105662,5067,VG-0300,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,27,0.4,0.9,1.4,1,9,2019,LAC,TE,88,2
105663,5068,MS-4100,45,27,385,0,3,3,2,22,0,0,0,0,0,0,0,0,1,0,0,88,27.6,27.6,31.6,1,11,2019,DET,QB,9,1
105664,5068,KJ-0587,0,0,0,0,0,16,9,49,0,2,2,13,0,0,0,0,0,0,0,50,6.2,7.2,8.2,1,2,2019,DET,RB,33,1
105665,5068,KG-0650,0,0,0,0,0,0,0,0,0,9,4,42,1,0,0,0,0,0,0,86,10.2,12.2,14.2,1,3,2019,DET,LWR,19,1
105666,5068,CA-0750,0,0,0,0,0,11,5,35,0,0,0,0,0,0,0,0,0,0,0,26,3.5,3.5,3.5,1,7,2019,DET,RB,26,2
105667,5068,CK-0825,0,0,0,0,0,1,1,12,0,12,4,32,0,5,18,0,0,0,1,83,6.4,8.4,10.4,1,2,2019,ARI,SWR,13,1
105668,5068,KM-3500,54,29,308,1,2,3,2,13,0,0,0,0,0,0,0,0,0,0,1,89,21.62,22.62,25.62,1,1,2019,ARI,QB,1,1
105669,5068,KJ-0537,0,0,0,0,0,0,0,0,0,10,5,46,0,0,0,0,0,5,0,68,4.6,7.1,9.6,1,1,2019,ARI,SWR,19,2
105670,5068,DJ-1325,0,0,0,0,0,18,7,82,0,7,6,55,1,0,0,0,0,0,0,77,19.7,22.7,25.7,1,5,2019,ARI,RB,31,1
105671,5068,DB-6375,0,0,0,0,0,0,0,0,0,7,4,42,0,0,0,0,0,5,0,78,4.2,6.2,8.2,1,5,2019,ARI,LWR,14,2
105672,5068,TH-1875,0,0,0,0,0,0,0,0,0,9,6,131,1,0,0,0,0,0,0,64,19.1,22.1,28.1,1,1,2019,DET,TE,88,2
105673,5068,DA-0900,0,0,0,0,0,0,0,0,0,13,7,104,1,0,0,0,0,0,0,47,16.4,19.9,26.4,1,12,2019,DET,SWR,80,1
105674,5068,LF-0200,0,0,0,0,0,0,0,0,0,13,8,113,1,0,0,0,0,0,0,85,17.3,21.3,28.3,1,16,2019,ARI,LWR,11,1
105675,5068,MJ-2250,0,0,0,0,0,1,0,4,0,4,4,56,0,0,0,0,0,0,0,71,6,8,10,1,8,2019,DET,RWR,11,1
105676,5068,AI-0100,0,0,0,0,0,0,0,0,0,0,0,0,0,4,86,0,0,0,0,0,0,0,0,1,1,2019,ARI,LWR,89,3
105677,5068,CE-0175,0,0,0,0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,10,0.5,0.5,0.5,1,2,2019,ARI,RB,29,2
105678,5068,JM-3475,0,0,0,0,0,0,0,0,0,2,2,24,0,0,0,0,0,0,0,5,2.4,3.4,4.4,1,4,2019,DET,RB,41,4
105679,5068,NB-0125,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,22,0,0.5,1,1,2,2019,DET,FB,46,1
105680,5068,TJ-2275,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0.6,0.6,0.6,1,1,2019,DET,RB,31,3
105681,5068,JJ-0725,0,0,0,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,0,51,1.5,2,2.5,1,5,2019,DET,TE,83,1
105682,5068,MW-2450,0,0,0,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,0,22,1.5,2,2.5,1,5,2019,ARI,TE,87,2
105683,5068,CC-2100,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,14,0.5,1,1.5,1,9,2019,ARI,TE,85,1
105684,5069,DP-2037,32,25,405,0,4,4,2,12,0,0,0,0,0,0,0,0,0,0,0,65,33.4,33.4,36.4,1,4,2019,DAL,QB,4,1
105685,5069,AC-2350,0,0,0,0,0,0,0,0,0,9,6,106,1,0,0,0,0,5,0,52,16.6,19.6,25.6,1,5,2019,DAL,RWR,19,1
105686,5069,EE-0250,0,0,0,0,0,13,8,53,1,2,1,10,0,0,0,0,0,10,0,37,12.3,12.8,13.3,1,4,2019,DAL,RB,21,1
105687,5069,EM-0200,44,30,306,0,1,1,1,6,0,0,0,0,0,0,0,0,1,10,0,64,14.84,14.84,18.84,1,16,2019,NYG,QB,10,1
105688,5069,SB-0212,0,0,0,0,0,11,8,120,0,6,4,19,0,0,0,0,0,0,0,55,13.9,15.9,20.9,1,2,2019,NYG,RB,26,1
105689,5069,EE-0400,0,0,0,0,0,0,0,0,0,14,11,116,1,0,0,0,0,0,0,53,17.6,23.1,31.6,1,3,2019,NYG,TE,88,1
105690,5069,SS-1250,0,0,0,0,0,0,0,0,0,7,6,42,0,0,0,0,0,0,0,68,4.2,7.2,10.2,1,4,2019,NYG,RWR,87,1
105691,5069,JW-6000,0,0,0,0,0,0,0,0,0,4,3,15,1,0,0,0,0,0,0,45,7.5,9,10.5,1,17,2019,DAL,TE,82,1
105692,5069,RC-1500,0,0,0,0,0,0,0,0,0,5,4,69,1,1,0,0,0,0,0,48,12.9,14.9,16.9,1,9,2019,DAL,SWR,18,1
105693,5069,MG-0175,0,0,0,0,0,0,0,0,0,7,7,158,0,0,0,0,0,0,0,53,15.8,19.3,25.8,1,2,2019,DAL,LWR,13,1
105694,5069,TP-1650,0,0,0,0,0,13,1,24,0,0,0,0,0,0,0,0,0,0,0,22,2.4,2.4,2.4,1,1,2019,DAL,RB,20,2
105695,5069,BJ-0950,0,0,0,0,0,0,0,0,0,3,3,39,1,0,0,0,0,0,0,27,9.9,11.4,12.9,1,3,2019,DAL,TE,89,2
105696,5069,CL-0275,0,0,0,0,0,0,0,0,0,8,3,74,0,0,0,0,0,10,0,61,7.4,8.9,10.4,1,6,2019,NYG,RWR,12,2
105697,5069,RE-0400,0,0,0,0,0,0,0,0,0,2,1,8,0,0,0,0,0,0,0,22,0.8,1.3,1.8,1,8,2019,NYG,TE,85,2
105698,5069,JO-0550,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,1,8,2019,DAL,FB,49,1
105699,5069,TA-1050,0,0,0,0,0,0,0,0,0,1,1,8,0,2,0,0,0,0,0,25,0.8,1.3,1.8,1,7,2019,DAL,SWR,10,2
105700,5069,BF-0950,0,0,0,0,0,0,0,0,0,5,5,40,0,0,0,0,0,0,0,50,4,6.5,9,1,6,2019,NYG,LWR,18,1
105701,5069,EP-0350,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0.3,0.3,0.3,1,4,2019,NYG,RB,39,4
105702,5069,CC-4450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,4,2019,NYG,LWR,17,3
105703,5069,WG-0050,0,0,0,0,0,2,2,17,1,3,3,24,0,0,0,0,0,0,0,14,10.1,11.6,13.1,1,3,2019,NYG,RB,22,2
105704,5069,DJ-2275,4,3,17,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,5,-0.82,-0.82,0.18,1,1,2019,NYG,QB,8,2
105705,5070,TL-1037,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,0,0,0,0,1,0,0,0,1,3,2019,TB,RB,22,4
105706,5070,PB-0125,0,0,0,0,0,8,3,33,0,4,2,12,0,0,0,0,0,0,0,25,4.5,5.5,6.5,1,4,2019,TB,RB,25,1
105707,5070,JW-5650,36,20,194,3,1,5,2,13,0,0,0,0,0,0,0,0,0,15,0,70,7.06,10.06,10.06,1,5,2019,TB,QB,3,1
105708,5070,OH-0250,0,0,0,0,0,0,0,0,0,5,4,32,0,0,0,0,1,0,0,55,1.2,3.2,6.2,1,3,2019,TB,TE,80,1
105709,5070,CG-1425,0,0,0,0,0,0,0,0,0,6,3,53,1,0,0,0,0,0,0,64,11.3,12.8,14.3,1,3,2019,TB,LWR,12,1
105710,5070,TC-2050,0,0,0,0,0,6,3,23,0,3,2,33,0,0,0,0,0,0,0,18,5.6,6.6,7.6,1,5,2019,SF,RB,26,2
105711,5070,JG-0650,27,18,166,1,1,2,0,-2,0,0,0,0,0,0,0,0,0,0,1,68,10.44,11.44,11.44,1,6,2019,SF,QB,10,1
105712,5070,GK-0075,0,0,0,0,0,0,0,0,0,10,8,54,0,0,0,0,0,0,0,62,5.4,9.4,13.4,1,3,2019,SF,TE,85,1
105713,5070,KJ-1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,32,0,0,0,1,7,2019,SF,FB,44,1
105714,5070,BP-0450,0,0,0,0,0,0,0,0,0,5,2,10,0,0,0,0,0,0,0,45,1,2,3,1,5,2019,TB,RWR,19,2
105715,5070,ME-0600,0,0,0,0,0,0,0,0,0,5,2,28,0,0,0,0,0,0,0,60,2.8,3.8,4.8,1,6,2019,TB,RWR,13,1
105716,5070,RJ-2250,0,0,0,0,0,13,9,75,0,1,1,18,0,0,0,0,0,0,0,22,9.3,9.8,10.3,1,2,2019,TB,RB,27,2
105717,5070,DO-0025,0,0,0,0,0,0,0,0,0,5,4,33,0,0,0,0,0,0,0,27,3.3,5.3,7.3,1,3,2019,TB,RB,44,3
105718,5070,RJ-0450,0,0,0,0,0,0,0,0,0,2,1,39,1,1,0,0,0,10,0,26,9.9,10.4,10.9,1,2,2019,SF,RWR,13,2
105719,5070,MG-1050,0,0,0,0,0,0,0,0,0,3,1,7,0,0,0,0,0,0,0,50,0.7,1.2,1.7,1,7,2019,SF,RWR,11,1
