uid,gid,player,pa,pc,py,ints,tdp,ra,sra,ry,tdr,trg,rec,recy,tdrec,ret,rety,tdret,fuml,peny,conv,snp,fp,fp2,fp3,game,seas,year,team,posd,jnum,dcp
105984,5083,JR-3280,0,0,0,0,0,0,0,0,0,8,4,112,1,0,0,0,0,0,0,60,17.2,19.2,24.2,2,3,2019,CIN,RWR,11,1
105985,5083,GK-0075,0,0,0,0,0,0,0,0,0,3,3,54,0,0,0,0,0,0,0,48,5.4,6.9,8.4,2,3,2019,SF,TE,85,1
105986,5083,JW-4975,0,0,0,0,0,10,6,34,2,0,0,0,0,0,0,0,0,0,0,15,15.4,15.4,15.4,1,2,2019,SF,RB,41,4
105987,5083,DW-3987,0,0,0,0,0,0,0,0,0,3,1,6,0,0,0,0,0,0,0,45,0.6,1.1,1.6,2,1,2019,CIN,LWR,15,1
105988,5083,AE-1037,0,0,0,0,0,0,0,0,0,3,1,14,0,0,0,0,0,0,0,15,1.4,1.9,2.4,2,4,2019,CIN,SWR,12,2
105989,5083,DP-1263,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.64,0.64,0.64,2,2,2019,SF,LWR,18,1
105990,5083,KB-1625,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,23,0.4,0.9,1.4,2,3,2019,SF,LWR,84,2
105991,5083,DS-0050,0,0,0,0,0,0,0,0,0,3,2,25,0,0,0,0,0,0,0,19,2.5,3.5,4.5,2,1,2019,CIN,TE,89,3
105992,5084,BR-1100,15,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,3,3,2,16,2019,PIT,QB,7,1
105993,5084,VM-0250,0,0,0,0,0,0,0,0,0,7,7,38,2,0,0,0,0,10,0,52,15.8,19.3,22.8,2,7,2019,PIT,TE,89,1
105994,5084,JC-4075,0,0,0,0,0,11,4,33,1,4,3,12,0,0,0,0,0,0,0,31,10.5,12,13.5,2,3,2019,PIT,RB,30,1
105995,5084,TL-1025,0,0,0,0,0,0,0,0,0,12,10,79,0,4,10,0,0,0,0,70,7.9,12.9,17.9,2,5,2019,SEA,RWR,16,1
105996,5084,RW-3850,35,29,300,0,3,6,1,22,0,0,0,0,0,0,0,0,1,0,0,79,24.2,24.2,28.2,2,8,2019,SEA,QB,3,1
105997,5084,DM-2275,0,0,0,0,0,0,0,0,0,7,3,61,1,0,0,0,0,15,0,70,12.1,13.6,15.1,2,1,2019,SEA,LWR,14,4
105998,5084,CC-0750,0,0,0,0,0,15,7,60,0,3,3,27,0,0,0,0,1,0,0,43,6.7,8.2,10.7,2,3,2019,SEA,RB,32,1
105999,5084,RS-3525,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,0,0,0,13,0,0.5,1,2,3,2019,PIT,LWR,10,2
106000,5084,JB-6750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,58,0,0,0,2,7,2019,SEA,LWR,18,3
106001,5084,RP-0550,0,0,0,0,0,10,6,62,1,1,1,3,0,2,23,0,0,0,0,26,12.5,13,13.5,2,2,2019,SEA,RB,20,2
106002,5084,BS-2950,0,0,0,0,0,1,1,23,0,0,0,0,0,0,0,0,0,0,0,2,2.3,2.3,2.3,1,1,2019,PIT,RB,24,3
106003,5084,JH-5125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,2,4,2019,PIT,LWR,80,3
106004,5084,DJ-1675,0,0,0,0,0,0,0,0,0,4,1,17,0,1,11,0,0,0,0,27,1.7,2.2,2.7,2,1,2019,PIT,RWR,18,3
106005,5084,MT-2350,0,0,0,0,0,0,0,0,0,3,3,54,0,0,0,0,0,0,0,16,5.4,6.9,8.4,2,2,2019,SEA,LWR,17,1
106006,5084,WD-0550,0,0,0,0,0,0,0,0,0,5,5,50,2,0,0,0,0,0,0,47,17,19.5,22,2,2,2019,SEA,TE,88,2
106007,5084,JW-0934,0,0,0,0,0,0,0,0,0,3,2,23,0,0,0,0,0,0,0,34,2.3,3.3,4.3,2,2,2019,PIT,RWR,13,2
106008,5084,JS-4750,0,0,0,0,0,0,0,0,0,8,5,84,0,0,0,0,0,0,0,47,8.4,10.9,13.4,2,3,2019,PIT,RWR,19,1
106009,5084,CP-2550,0,0,0,0,0,2,1,7,0,3,3,13,0,0,0,0,0,0,0,10,2,3.5,5,1,4,2019,SEA,RB,22,3
106010,5084,MR-2350,19,12,112,1,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,28,11.18,12.18,12.18,1,2,2019,PIT,QB,2,2
106011,5084,DM-2775,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,2,6,2019,PIT,LWR,11,1
106012,5084,NV-0050,0,0,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,0,33,1.3,1.8,2.3,2,4,2019,SEA,TE,81,1
106013,5084,XG-0100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,2,6,2019,PIT,TE,85,2
106014,5084,JS-0280,0,0,0,0,0,3,3,18,0,1,1,13,0,0,0,0,0,0,0,22,3.1,3.6,4.1,2,2,2019,PIT,RB,38,2
106015,5085,JJ-0587,0,0,0,0,0,12,7,99,0,0,0,0,0,0,0,0,0,0,0,30,9.9,9.9,9.9,2,1,2019,OAK,RB,28,1
106016,5085,DC-0725,38,23,198,2,1,2,1,18,0,0,0,0,0,0,0,0,0,0,0,65,9.72,11.72,11.72,2,6,2019,OAK,QB,4,1
106017,5085,DC-0775,0,0,0,0,0,0,0,0,0,5,3,33,0,0,0,0,0,0,0,9,3.3,4.8,6.3,1,8,2019,OAK,TE,85,3
106018,5085,HR-0062,0,0,0,0,0,0,0,0,0,8,4,30,0,0,0,0,0,5,0,49,3,5,7,2,1,2019,OAK,RWR,13,2
106019,5085,TW-2875,0,0,0,0,0,0,0,0,0,7,5,46,1,0,0,0,0,0,0,61,10.6,13.1,15.6,2,5,2019,OAK,RWR,16,1
106020,5085,DW-3125,0,0,0,0,0,9,4,8,0,5,3,48,0,0,0,0,0,0,0,39,5.6,7.1,8.6,2,6,2019,KC,RB,26,3
106021,5085,PM-0025,44,30,443,0,4,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,76,31.62,31.62,35.62,2,3,2019,KC,QB,15,1
106022,5085,TK-0150,0,0,0,0,0,0,0,0,0,9,7,107,1,0,0,0,0,0,0,65,16.7,20.2,26.7,2,7,2019,KC,TE,87,1
106023,5085,LM-1000,0,0,0,0,0,11,4,23,0,3,3,0,0,0,0,0,0,10,0,31,2.3,3.8,5.3,2,11,2019,KC,RB,25,2
106024,5085,MH-0875,0,0,0,0,0,0,0,0,0,6,4,61,1,2,38,0,0,0,0,56,12.1,14.1,16.1,2,1,2019,KC,RWR,17,2
106025,5085,DH-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,0,0,0,0,5,0,0,0,2,9,2019,OAK,LWR,17,2
106026,5085,RG-1650,0,0,0,0,0,0,0,0,0,5,1,-2,0,0,0,0,0,5,0,49,-0.2,0.3,0.8,2,6,2019,OAK,LWR,19,1
106027,5085,SW-0450,0,0,0,0,0,0,0,0,0,13,6,49,0,0,0,0,0,0,0,70,4.9,7.9,10.9,2,6,2019,KC,RWR,14,1
106028,5085,DR-2225,0,0,0,0,0,0,0,0,0,6,6,172,2,0,0,0,0,0,0,69,29.2,32.2,38.2,2,4,2019,KC,LWR,11,1
106029,5085,DW-1350,0,0,0,0,0,3,1,9,0,2,2,26,0,0,0,0,0,0,0,15,3.5,4.5,5.5,2,4,2019,OAK,RB,33,3
106030,5085,DT-0850,0,0,0,0,0,0,0,0,0,1,1,6,0,6,62,0,0,5,0,4,0.6,1.1,1.6,1,6,2019,KC,LWR,13,2
106031,5085,BB-1550,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,2,5,2019,KC,TE,81,3
106032,5085,DW-0675,0,0,0,0,0,0,0,0,0,7,6,63,0,0,0,0,0,0,0,62,6.3,9.3,12.3,2,5,2019,OAK,TE,83,1
106033,5085,JR-2075,0,0,0,0,0,2,0,3,0,3,2,2,0,2,-1,0,0,0,0,20,0.5,1.5,2.5,2,4,2019,OAK,RB,30,2
106034,5085,BP-1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,2,2,2019,KC,RWR,13,3
106035,5085,DT-1231,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.1,0.1,0.1,2,1,2019,KC,RB,34,4
106036,5086,JF-1900,50,35,292,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,15.68,16.68,16.68,2,12,2019,DEN,QB,5,1
106037,5086,ES-0200,0,0,0,0,0,0,0,0,0,13,11,98,1,0,0,0,0,0,1,76,17.8,23.3,28.8,2,10,2019,DEN,RWR,10,1
106038,5086,PL-0275,0,0,0,0,0,13,6,36,0,7,4,30,0,0,0,0,0,0,0,39,6.6,8.6,10.6,2,2,2019,DEN,RB,30,1
106039,5086,JH-3625,0,0,0,0,0,0,0,0,0,5,4,21,0,0,0,0,0,0,0,38,2.1,4.1,6.1,2,5,2019,DEN,TE,82,1
106040,5086,RF-1400,0,0,0,0,0,11,5,54,0,7,5,48,0,0,0,0,0,0,0,43,10.2,12.7,15.2,2,2,2019,DEN,RB,28,2
106041,5086,DM-2787,0,0,0,0,0,18,8,62,1,3,1,6,0,0,0,0,0,0,0,27,12.8,13.3,13.8,2,1,2019,CHI,RB,32,2
106042,5086,TC-1975,0,0,0,0,0,4,2,18,0,5,2,7,0,4,7,0,0,0,0,23,2.5,3.5,4.5,2,3,2019,CHI,RB,29,1
106043,5086,MT-1800,27,16,120,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,61,5.6,5.6,5.6,2,3,2019,CHI,QB,10,1
106044,5086,DS-3187,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,0,0,0,0,2,0,0,0,2,6,2019,DEN,LWR,11,2
106045,5086,NF-0175,0,0,0,0,0,0,0,0,0,4,4,33,0,0,0,0,0,0,0,54,3.3,5.3,7.3,2,1,2019,DEN,TE,87,1
106046,5086,TG-0025,0,0,0,0,0,1,1,14,0,2,1,11,0,0,0,0,0,0,0,53,2.5,3,3.5,2,6,2019,CHI,RWR,18,1
106047,5086,CP-0750,0,0,0,0,0,2,2,50,0,0,0,0,0,0,0,0,0,0,0,15,5,5,5,2,7,2019,CHI,RWR,84,2
106048,5086,BB-2712,0,0,0,0,0,0,0,0,0,3,2,24,0,0,0,0,0,0,0,15,2.4,3.4,4.4,2,4,2019,CHI,TE,82,3
106049,5086,AR-1250,0,0,0,0,0,0,0,0,0,7,4,41,0,0,0,0,0,0,0,55,4.1,6.1,8.1,2,6,2019,CHI,LWR,12,1
106050,5086,MD-0150,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0.1,0.1,0.1,2,5,2019,CHI,RB,25,1
106051,5086,AS-0775,0,0,0,0,0,0,0,0,0,3,3,24,0,0,0,0,0,0,0,21,2.4,3.9,5.4,2,3,2019,CHI,TE,87,2
106052,5086,CS-4462,0,0,0,0,0,0,0,0,0,7,4,40,0,0,0,0,0,0,0,78,4,6,8,2,2,2019,DEN,LWR,14,1
106053,5086,DH-1050,0,0,0,0,0,0,0,0,0,6,2,15,0,0,0,0,0,0,0,54,1.5,2.5,3.5,2,2,2019,DEN,RWR,17,2
106054,5086,AM-1975,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,32,0.2,0.7,1.2,2,2,2019,CHI,SWR,17,1
106055,5086,TF-1500,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,14,0.7,1.2,1.7,2,2,2019,DEN,TE,84,2
106056,5086,TB-3950,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,26,0.5,1.5,2.5,1,6,2019,CHI,TE,80,1
106057,5087,AK-0050,0,0,0,0,0,13,7,45,0,3,1,15,0,0,0,0,0,0,0,42,6,6.5,7,2,3,2019,NO,RB,41,1
106058,5087,LM-1850,0,0,0,0,0,5,2,7,0,1,1,16,0,0,0,0,0,0,0,23,2.3,2.8,3.3,2,7,2019,NO,RB,28,2
106059,5087,DB-3800,5,3,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-0.48,0.52,0.52,2,19,2019,NO,QB,9,1
106060,5087,TS-2425,0,0,0,0,0,0,0,0,0,3,3,49,0,0,0,0,0,0,0,38,4.9,6.4,7.9,2,2,2019,NO,RWR,10,2
106061,5087,JC-4300,0,0,0,0,0,0,0,0,0,7,2,25,0,0,0,0,0,10,0,44,2.5,3.5,4.5,2,11,2019,NO,TE,87,2
106062,5087,JG-1850,28,19,283,0,1,4,1,-2,1,0,0,0,0,0,0,0,1,0,0,70,19.12,19.12,20.12,2,4,2019,LA,QB,16,1
106063,5087,TG-1950,0,0,0,0,0,16,8,63,1,4,3,4,0,0,0,0,0,0,0,45,12.7,14.2,15.7,2,5,2019,LA,RB,30,1
106064,5087,CK-1300,0,0,0,0,0,1,1,6,0,9,5,120,0,0,0,0,0,0,0,66,12.6,15.1,20.6,2,3,2019,LA,LWR,18,1
106065,5087,BC-2325,0,0,0,0,0,1,0,2,0,4,3,74,1,0,0,0,0,0,0,68,13.6,15.1,16.6,2,6,2019,LA,SWR,12,1
106066,5087,GE-0400,0,0,0,0,0,1,0,0,0,5,3,21,0,0,0,0,0,0,0,50,2.1,3.6,5.1,2,3,2019,LA,TE,81,2
106067,5087,MT-0875,0,0,0,0,0,0,0,0,0,13,10,89,0,0,0,0,0,5,0,64,8.9,13.9,18.9,2,4,2019,NO,LWR,13,1
106068,5087,JN-0350,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,0,0,0,0,0,0,0,0,2,3,2019,LA,LWR,19,2
106069,5087,RW-4050,0,0,0,0,0,1,1,9,0,2,2,33,0,0,0,0,0,5,0,69,4.2,5.2,6.2,2,7,2019,LA,RWR,17,1
106070,5087,DH-1487,0,0,0,0,0,0,0,0,0,1,1,-7,0,3,34,0,0,0,0,1,-0.7,-0.2,0.3,2,1,2019,NO,LWR,11,3
106071,5087,TB-2650,30,17,165,0,0,2,1,5,0,0,0,0,0,0,0,0,0,10,0,56,7.1,7.1,7.1,1,6,2019,NO,QB,5,2
106072,5087,MB-3862,0,0,0,0,0,6,4,37,0,1,1,10,0,0,0,0,0,0,0,25,4.7,5.2,5.7,2,5,2019,LA,RB,34,2
106073,5087,TH-1550,0,0,0,0,0,0,0,0,0,3,2,21,0,0,0,0,0,0,0,24,2.1,3.1,4.1,2,4,2019,LA,TE,89,1
106074,5087,TH-1625,0,0,0,0,0,0,0,0,0,3,2,16,0,0,0,0,0,0,0,21,1.6,2.6,3.6,2,3,2019,NO,QB,7,3
106075,5087,ZL-0200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,2,7,2019,NO,FB,42,1
106076,5088,DF-1875,0,0,0,0,0,11,6,22,0,4,3,42,0,0,0,0,0,0,0,41,6.4,7.9,9.4,2,6,2019,ATL,RB,24,1
106077,5088,MR-2500,43,27,320,3,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,66,19.1,22.1,25.1,2,12,2019,ATL,QB,2,1
106078,5088,AH-3650,0,0,0,0,0,0,0,0,0,6,4,34,0,0,0,0,0,0,0,50,3.4,5.4,7.4,2,4,2019,ATL,TE,81,1
106079,5088,MS-0150,0,0,0,0,0,0,0,0,0,7,4,16,0,0,0,0,0,0,0,55,1.6,3.6,5.6,2,8,2019,ATL,RWR,12,1
106080,5088,IS-0250,0,0,0,0,0,4,2,32,0,3,2,13,0,0,0,0,0,0,0,25,4.5,5.5,6.5,2,2,2019,ATL,RB,25,2
106081,5088,CR-0862,0,0,0,0,0,0,0,0,0,10,8,105,1,0,0,0,0,0,0,42,16.5,20.5,27.5,2,2,2019,ATL,LWR,18,2
106082,5088,CC-2350,0,0,0,0,0,0,0,0,0,0,0,0,0,3,73,0,1,0,0,0,-2,-2,-1,2,3,2019,PHI,RB,30,4
106083,5088,CW-1425,43,25,231,2,1,3,2,3,1,0,0,0,0,0,0,0,0,0,1,75,17.54,19.54,19.54,2,4,2019,PHI,QB,11,1
106084,5088,ZE-0100,0,0,0,0,0,0,0,0,0,16,8,72,0,0,0,0,0,0,1,81,9.2,13.2,17.2,2,7,2019,PHI,TE,86,1
106085,5088,MS-0125,0,0,0,0,0,10,3,28,0,4,3,9,0,2,52,0,0,0,0,35,3.7,5.2,6.7,2,1,2019,PHI,RB,26,2
106086,5088,NA-0050,0,0,0,0,0,0,0,0,0,11,8,107,1,0,0,0,0,0,0,78,16.7,20.7,27.7,2,5,2019,PHI,SWR,13,1
106087,5088,JJ-4700,0,0,0,0,0,0,0,0,0,10,5,106,2,0,0,0,0,0,0,54,22.6,25.1,30.6,2,9,2019,ATL,LWR,11,1
106088,5088,RG-0025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,9,0,0,0,2,2,2019,ATL,LWR,83,3
106089,5088,DS-3300,0,0,0,0,0,0,0,0,0,3,2,5,0,3,8,0,0,0,0,28,0.5,1.5,2.5,2,15,2019,PHI,RB,43,3
106090,5088,JH-5575,0,0,0,0,0,8,2,18,0,1,1,8,0,0,0,0,0,0,0,18,2.6,3.1,3.6,2,4,2019,PHI,RB,24,1
106091,5088,JA-1975,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,75,0.4,0.9,1.4,2,1,2019,PHI,LWR,19,2
106092,5088,JH-1350,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,11,0,0,0,2,5,2019,ATL,RWR,14,2
106093,5088,MH-3050,0,0,0,0,0,0,0,0,0,8,5,50,0,0,0,0,0,0,0,69,5,7.5,10,2,3,2019,PHI,RWR,16,2
106094,5088,KB-0350,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,2,7,2019,ATL,RB,38,3
106095,5088,JM-2900,5,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.96,0.96,0.96,1,18,2019,PHI,QB,18,2
106096,5088,LS-1900,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,30,0.4,0.9,1.4,2,9,2019,ATL,TE,80,2
106097,5089,TT-0150,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23,0,0,0,0,18,0,0,0,1,3,2019,CLE,LWR,10,3
106098,5089,NC-0175,0,0,0,0,0,18,6,62,1,4,4,36,0,0,0,0,0,0,0,42,15.8,17.8,19.8,2,2,2019,CLE,RB,24,1
106099,5089,BM-0650,35,19,325,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,15,16,19,2,2,2019,CLE,QB,6,1
106100,5089,JL-0215,0,0,0,0,0,0,0,0,0,7,3,32,0,4,48,0,0,0,0,68,3.2,4.7,6.2,2,6,2019,CLE,LWR,80,1
106101,5089,DJ-0887,0,0,0,0,0,3,0,8,0,4,3,42,0,0,0,0,0,0,0,27,5,6.5,8,2,1,2019,CLE,RB,30,3
106102,5089,OB-0075,0,0,0,0,0,0,0,0,0,10,6,161,1,0,0,0,0,0,0,63,22.1,25.1,31.1,2,6,2019,CLE,RWR,13,1
106103,5089,TC-0325,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,0,0,0,0,0,0,0,0,2,2,2019,NYJ,RB,40,4
106104,5089,LB-0250,0,0,0,0,0,21,9,68,0,10,10,61,0,0,0,0,1,0,0,61,10.9,15.9,21.9,2,7,2019,NYJ,RB,26,1
106105,5089,TS-1450,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.12,0.12,0.12,1,5,2019,NYJ,QB,19,1
106106,5089,DN-1225,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,2,3,2019,CLE,TE,85,1
106107,5089,DH-1450,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,54,0.4,0.9,1.4,2,7,2019,CLE,TE,88,1
106108,5089,JC-5680,0,0,0,0,0,0,0,0,0,6,4,40,0,0,0,0,0,0,0,67,4,6,8,2,5,2019,NYJ,SWR,82,1
106109,5089,DT-0900,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,0,7,-0.1,0.4,0.9,1,10,2019,NYJ,RWR,0,2
106110,5089,PB-0725,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,1,3,2019,CLE,TE,86,2
106111,5089,BB-1950,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,2,2,2019,NYJ,SWR,10,2
106112,5089,TM-3150,0,0,0,0,0,3,1,25,0,3,3,15,0,0,0,0,0,0,0,24,4,5.5,7,2,5,2019,NYJ,RB,88,2
106113,5089,LF-0025,25,20,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7.92,7.92,7.92,1,2,2019,NYJ,QB,8,2
106114,5089,DR-0550,0,0,0,0,0,0,0,0,0,3,2,50,0,0,0,0,0,0,0,42,5,6,7,2,2,2019,CLE,RWR,18,2
106115,5089,JB-2950,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,45,0.5,1,1.5,2,8,2019,NYJ,RWR,15,1
106116,5089,RA-1125,0,0,0,0,0,0,0,0,0,6,4,81,0,0,0,0,0,0,0,67,8.1,10.1,12.1,2,4,2019,NYJ,LWR,11,1
106117,5089,RG-1870,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61,0,0,0,2,7,2019,NYJ,TE,84,1
