pid,bc,dir,yds,succ,kne
831071,DJ-1325,MD,7,1,0
831075,KM-3500,RE,-2,0,0
831080,KJ-0587,MD,9,1,0
831081,KJ-0587,MD,4,1,0
831084,KJ-0587,MD,3,0,0
831091,DJ-1325,MD,5,1,0
831094,DJ-1325,MD,3,0,0
831107,EE-0250,RT,2,0,0
831110,EE-0250,RT,5,0,0
831114,SB-0212,MD,59,1,0
831117,SB-0212,RT,7,1,0
831118,SB-0212,MD,-2,0,0
831122,EE-0250,LT,6,1,0
831128,EE-0250,RT,0,0,0
831130,TP-1650,RT,3,0,0
831136,EM-0200,MD,6,1,0
831137,SB-0212,LE,6,1,0
831142,TP-1650,MD,2,0,0
831144,TP-1650,RT,2,0,0
831147,EE-0250,LT,4,1,0
831155,SB-0212,MD,3,0,0
831163,DP-2037,RE,6,1,0
831167,EE-0250,RT,5,1,0
831170,TP-1650,MD,2,0,0
831173,DP-2037,LT,8,1,0
831174,EE-0250,LT,4,1,0
831190,EP-0350,MD,2,0,0
831194,SB-0212,RG,11,1,0
831195,SB-0212,MD,1,0,0
831201,EE-0250,RT,5,1,0
831206,SB-0212,LG,7,1,0
831210,SB-0212,RT,4,1,0
831212,EP-0350,MD,1,0,0
831214,EE-0250,LG,1,0,0
831215,EE-0250,LE,1,0,0
831217,EE-0250,RT,8,1,0
831218,EE-0250,RT,2,1,0
831220,EE-0250,LT,10,1,0
831225,SB-0212,LT,11,1,0
831231,TP-1650,LE,5,1,0
831233,TP-1650,MD,2,0,0
831234,TP-1650,RT,3,0,0
831244,TP-1650,RG,2,0,0
831246,TP-1650,LE,-3,0,0
831247,TP-1650,MD,6,0,0
831249,SB-0212,MD,13,1,0
831252,WG-0050,LT,15,1,0
831254,WG-0050,MD,2,1,0
831257,TP-1650,LT,1,0,0
831258,TP-1650,LG,2,0,0
831259,TP-1650,RE,-3,0,0
831265,DJ-2275,RE,5,0,0
831266,DP-2037,NL,-1,0,1
831267,DP-2037,NL,-1,0,1
831269,PB-0125,MD,3,0,0
831273,TC-2050,RG,1,0,0
831275,TC-2050,MD,5,1,0
831281,PB-0125,MD,1,0,0
831284,PB-0125,LT,14,1,0
831285,PB-0125,LG,0,0,0
831289,RJ-2250,MD,3,0,0
831293,TC-2050,RT,12,1,0
831296,TC-2050,RT,-1,0,0
831298,RJ-2250,RG,6,1,0
831299,RJ-2250,MD,-1,0,0
831302,PB-0125,MD,3,0,0
831304,JW-5650,MD,5,1,0
831307,PB-0125,RG,2,0,0
831311,RJ-2250,MD,-1,0,0
831315,MB-3537,LE,0,0,0
831316,MB-3537,RE,-2,0,0
831318,MB-3537,MD,1,0,0
831324,MB-3537,MD,3,0,0
831325,MB-3537,LT,4,0,0
831326,TC-2050,RT,1,0,0
831329,RM-5050,RG,0,0,0
831331,RM-5050,RE,3,0,0
831339,TC-2050,RE,5,1,0
831340,RM-5050,LE,4,1,0
831345,JW-5650,NL,-1,0,1
831347,MB-3537,LG,2,0,0
831350,RM-5050,MD,0,0,0
831353,MB-3537,RT,1,0,0
831357,JW-5650,MD,0,0,0
831364,JW-5650,LE,5,1,0
831365,PB-0125,RG,5,1,0
831369,PB-0125,MD,5,1,0
831370,RJ-2250,MD,11,1,0
831374,MB-3537,MD,10,1,0
831375,MB-3537,RT,13,1,0
831376,RM-5050,LE,8,1,0
831377,RM-5050,MD,5,1,0
831379,MB-3537,LE,0,0,0
831382,RJ-2250,MD,11,1,0
831383,RJ-2250,MD,9,1,0
831384,RJ-2250,MD,2,1,0
831385,RJ-2250,LT,7,1,0
831388,JW-5650,MD,4,0,0
831392,MB-3537,MD,3,1,0
831394,MB-3537,LG,1,1,0
831396,MB-3537,MD,0,0,0
831397,MB-3537,MD,1,0,0
831399,RM-5050,MD,0,0,0
831401,RJ-2250,MD,9,1,0
831403,RJ-2250,MD,16,1,0
831404,RJ-2250,LT,5,1,0
831405,RJ-2250,MD,-2,0,0
831412,RM-5050,LE,18,1,0
831413,MB-3537,MD,0,0,0
831414,RM-5050,LE,2,0,0
831429,JG-0650,NL,-1,0,1
831430,JG-0650,NL,-1,0,1
831432,SM-2625,LG,-1,0,0
831433,BB-2250,RE,7,1,0
831434,JW-2550,RE,9,1,0
831435,SM-2625,LT,3,0,0
831436,SM-2625,RE,-3,0,0
831439,JC-4075,RG,4,1,0
831442,JC-4075,RT,3,1,0
831443,JC-4075,LG,2,0,0
831444,JS-0280,LT,2,0,0
831450,JW-2550,MD,8,1,0
831451,JW-2550,RG,7,0,0
831457,JS-0280,LG,2,0,0
831465,SM-2625,RG,5,1,0
831466,SM-2625,RG,2,1,0
831468,SM-2625,RG,1,1,0
831470,SM-2625,MD,1,1,0
831478,JC-4075,MD,0,0,0
831480,SM-2625,MD,3,0,0
831485,JC-4075,LE,5,1,0
831486,JC-4075,MD,4,1,0
831487,JC-4075,LE,-4,0,0
831489,RB-4670,LG,4,1,0
831490,RB-4670,MD,3,0,0
831513,JC-4075,MD,4,1,0
831521,BR-1100,RT,7,1,0
831524,JC-4075,RE,3,1,0
831529,SM-2625,RT,-3,0,0
831545,RB-4670,RE,11,1,0
831546,RB-4670,RG,11,1,0
831547,RB-4670,MD,3,0,0
831548,RB-4670,LT,2,0,0
831560,SM-2625,RG,3,1,0
831561,JE-0100,LE,8,1,0
831562,SM-2625,MD,0,0,0
831563,SM-2625,LE,4,0,0
831568,SM-2625,RE,4,1,0
831569,RB-4670,MD,6,1,0
831570,RB-4670,RT,4,1,0
831576,JC-4075,RE,0,0,0
831583,SM-2625,MD,0,0,0
831584,SM-2625,LE,-5,0,0
831585,JW-2550,MD,2,0,0
831597,CH-5000,RG,9,1,0
831598,CH-5000,LG,4,1,0
831610,DJ-1850,LG,11,1,0
831615,AK-0050,LT,7,1,0
831618,AK-0050,LE,1,0,0
831621,LM-1850,LG,5,1,0
831624,CH-5000,RE,7,1,0
831627,DJ-1850,LT,1,0,0
831630,DW-1725,LE,21,1,0
831637,AK-0050,LG,5,1,0
831638,AK-0050,RG,2,0,0
831640,AK-0050,LT,1,0,0
831646,DJ-1850,LT,1,0,0
831652,CH-5000,LT,20,1,0
831653,CH-5000,LG,1,0,0
831654,DW-1725,MD,1,0,0
831656,DJ-1850,LG,4,1,0
831658,DW-1725,LG,0,0,0
831662,CH-5000,RE,5,1,0
831676,LM-1850,LT,1,0,0
831679,LM-1850,LG,30,1,0
831682,CH-5000,LE,13,1,0
831684,DJ-1850,LT,2,0,0
831686,CH-5000,LT,0,0,0
831688,DW-1725,RE,18,1,0
831689,CH-5000,LT,6,1,0
831696,LM-1850,RG,4,1,0
831697,TH-1625,LE,2,0,0
831701,AK-0050,RT,8,1,0
831703,TH-1625,LE,6,1,0
831708,DJ-1850,LT,2,0,0
831711,AK-0050,LE,26,1,0
831718,CH-5000,RG,18,1,0
831725,AK-0050,RT,28,1,0
831726,LM-1850,RT,-1,0,0
831728,AK-0050,LG,6,0,0
831730,DJ-1850,LG,4,1,0
831734,DJ-1850,RE,32,1,0
831736,DJ-1850,LG,0,0,0
831739,AK-0050,LE,2,0,0
831742,AK-0050,RG,11,1,0
831743,LM-1850,RT,4,1,0
831744,AK-0050,LE,-5,0,0
831745,AK-0050,LT,5,0,0
831760,JJ-0587,RG,4,1,0
831761,JJ-0587,LG,2,0,0
831764,JJ-0587,MD,5,1,0
831768,JJ-0587,MD,6,1,0
831769,JJ-0587,MD,2,0,0
831773,NF-0175,RE,-5,0,0
831777,JJ-0587,RT,3,0,0
831787,PL-0275,RT,0,0,0
831788,RF-1400,RE,4,0,0
831790,RF-1400,LT,2,0,0
831793,PL-0275,LT,3,0,0
831800,JJ-0587,LT,6,1,0
831802,JJ-0587,MD,5,1,0
831803,JJ-0587,LE,-2,0,0
831806,JJ-0587,MD,2,0,0
831808,JJ-0587,MD,3,1,0
831810,DC-0725,MD,3,0,0
831812,JJ-0587,RG,2,1,0
831815,PL-0275,LT,8,1,0
831816,PL-0275,MD,3,1,0
831831,PL-0275,RT,2,0,0
831833,PL-0275,LT,9,1,0
831836,RF-1400,RT,4,1,0
831837,RF-1400,RG,5,1,0
831838,PL-0275,LE,7,1,0
831839,RF-1400,LE,0,0,0
831844,JJ-0587,MD,0,0,0
831846,JR-2075,MD,3,0,0
831848,PL-0275,RE,8,1,0
831851,RF-1400,MD,4,1,0
831852,RF-1400,RG,7,1,0
831853,RF-1400,RT,26,1,0
831854,PL-0275,MD,5,1,0
831855,PL-0275,RT,0,0,0
831861,JJ-0587,MD,11,1,0
831863,DW-1350,LT,7,1,0
831867,PL-0275,RT,-2,0,0
831871,JJ-0587,RE,-1,0,0
831874,JJ-0587,MD,4,1,0
831877,RF-1400,LT,0,0,0
831879,RF-1400,RT,4,0,0
831884,JJ-0587,LG,8,1,0
831885,JJ-0587,LG,4,1,0
831886,JJ-0587,MD,2,0,0
831887,JJ-0587,MD,4,1,0
831888,JJ-0587,RG,1,0,0
831897,JF-1900,MD,1,1,0
831901,DW-1350,MD,1,0,0
831902,JJ-0587,LG,1,0,0
831904,JJ-0587,RG,13,1,0
831905,DC-0725,NL,-1,0,1
831908,PB-0125,LE,-4,0,0
831913,CM-1225,RE,10,1,0
831914,CM-1225,RT,3,0,0
831917,CM-1225,MD,6,1,0
831918,CM-1225,MD,-3,0,0
831920,CN-0500,RE,0,0,0
831921,PB-0125,RG,2,0,0
831923,PB-0125,LG,6,1,0
831924,PB-0125,MD,2,0,0
831932,CM-1225,RT,2,0,0
831937,RJ-2250,LG,2,0,0
831942,CM-1225,RT,5,1,0
831944,CM-1225,LG,3,1,0
831946,CM-1225,RE,1,0,0
831948,CM-1225,RG,5,0,0
831952,RJ-2250,MD,-2,0,0
831964,PB-0125,RT,7,1,0
831965,PB-0125,LT,6,1,0
831972,CS-0050,LG,2,0,0
831976,PB-0125,RT,5,1,0
831977,PB-0125,MD,1,0,0
831989,CM-1225,LG,-2,0,0
831997,PB-0125,RG,1,0,0
831999,PB-0125,RT,0,0,0
832002,CM-1225,MD,0,0,0
832004,CM-1225,RE,0,0,0
832009,RJ-2250,RT,-3,0,0
832012,RJ-2250,RG,12,1,0
832013,PB-0125,RG,2,0,0
832014,JW-5650,RE,9,1,0
832015,PB-0125,MD,16,1,0
832021,CM-1225,MD,3,0,0
832022,CN-0500,MD,0,0,0
832023,PB-0125,RG,13,1,0
832024,PB-0125,RT,1,0,0
832027,PB-0125,MD,-3,0,0
832038,PB-0125,LE,-2,0,0
832042,CM-1225,LG,4,1,0
832043,CM-1225,RG,0,0,0
832053,PB-0125,MD,3,1,0
832054,PB-0125,MD,12,1,0
832055,PB-0125,RT,2,0,0
832056,PB-0125,LG,0,0,0
832058,PB-0125,LG,7,1,0
832060,PB-0125,RT,1,0,0
832061,PB-0125,LG,4,0,0
832076,CM-1225,LE,0,0,0
832077,JW-5650,MD,2,0,0
832078,JW-5650,NL,-1,0,1
832079,JW-5650,NL,-1,0,1
832081,KM-3500,RE,7,1,0
832082,DJ-1325,LG,3,1,0
832088,MI-0100,RG,1,0,0
832090,LJ-0150,LE,19,1,0
832097,DJ-1325,RG,2,0,0
832098,KM-3500,MD,0,0,0
832100,MI-0100,MD,2,0,0
832102,LJ-0150,LG,-1,0,0
832107,DJ-1325,RG,2,0,0
832115,MI-0100,RG,16,1,0
832116,LJ-0150,LE,16,1,0
832117,MI-0100,MD,-1,0,0
832129,KM-3500,RE,-3,0,0
832131,CE-0175,LG,2,0,0
832137,LJ-0150,RE,6,1,0
832139,LJ-0150,MD,5,1,0
832140,LJ-0150,LE,18,1,0
832143,LJ-0150,RG,1,0,0
832148,DJ-1325,RT,4,1,0
832155,MI-0100,RG,2,0,0
832159,LJ-0150,MD,0,0,0
832168,LJ-0150,MD,11,1,0
832171,DJ-1325,RG,3,0,0
832173,DJ-1325,RG,-1,0,0
832183,MI-0100,LG,1,0,0
832186,MI-0100,RG,3,0,0
832191,LJ-0150,RE,9,1,0
832193,MI-0100,LG,3,0,0
832199,LJ-0150,MD,19,0,0
832207,DJ-1325,MD,1,1,0
832210,MI-0100,RG,2,0,0
832213,JH-4085,LG,4,1,0
832214,LJ-0150,LE,10,1,0
832225,LJ-0150,LE,14,1,0
832226,GE-0150,LG,4,1,0
832227,MI-0100,MD,7,1,0
832228,MI-0100,RG,-1,0,0
832238,LJ-0150,MD,-5,0,0
832239,GE-0150,LG,4,0,0
832242,GE-0150,LG,3,0,0
832243,MI-0100,LG,11,1,0
832244,MI-0100,LG,1,1,0
832245,LJ-0150,NL,-1,0,1
832246,LJ-0150,NL,-1,0,1
832248,SB-0212,LG,6,1,0
832249,BF-0950,RE,20,1,0
832250,SB-0212,LE,14,1,0
832251,SB-0212,MD,8,1,0
832252,SB-0212,RE,27,1,0
832255,FG-0200,RG,4,1,0
832259,SB-0212,LG,5,1,0
832264,FG-0200,LE,4,1,0
832266,JA-1087,RE,5,1,0
832267,FG-0200,LE,1,0,0
832271,FG-0200,LG,8,1,0
832272,JA-1087,RT,5,1,0
832273,JA-1087,RE,6,1,0
832276,SB-0212,LT,1,0,0
832284,FG-0200,RG,9,1,0
832285,DS-2177,LG,0,0,0
832291,DS-2177,LE,14,1,0
832295,SB-0212,RG,1,0,0
832299,PD-0700,RG,1,0,0
832302,FG-0200,RG,4,1,0
832309,SB-0212,RE,1,0,0
832314,EM-0200,MD,2,1,0
832315,SB-0212,MD,6,1,0
832323,JA-1087,LE,-2,0,0
832330,JA-1087,NL,-1,0,1
832331,JA-1087,NL,-1,0,1
832333,DS-2177,RT,3,0,0
832337,SB-0212,LG,3,0,0
832342,SB-0212,MD,4,1,0
832349,FG-0200,MD,8,1,0
832351,FG-0200,RT,2,0,0
832355,SB-0212,MD,-1,0,0
832364,SB-0212,RE,1,0,0
832367,SB-0212,RT,5,1,0
832369,SB-0212,RT,10,1,0
832371,SB-0212,RG,2,0,0
832374,SB-0212,RG,2,0,0
832379,DS-2177,RT,16,1,0
832381,JA-1087,MD,9,1,0
832382,FG-0200,LT,4,1,0
832383,IM-0125,RE,4,1,0
832386,DS-2177,LE,20,1,0
832387,FG-0200,RG,0,0,0
832391,FG-0200,RE,1,1,0
832392,FG-0200,LG,1,1,0
832397,SB-0212,RG,12,1,0
832402,FG-0200,LG,0,0,0
832404,DS-2177,LE,4,0,0
832405,FG-0200,LE,3,0,0
832412,FG-0200,RG,3,0,0
832413,FG-0200,LG,9,1,0
832414,FG-0200,MD,3,1,0
832415,FG-0200,RT,6,1,0
832416,FG-0200,RE,-2,0,0
832424,AP-0700,RE,-4,0,0
832428,EE-0250,RG,2,0,0
832438,EE-0250,LG,3,1,0
832439,EE-0250,MD,15,1,0
832443,AP-0700,LE,6,1,0
832444,AP-0700,LG,4,1,0
832446,SS-1537,LE,4,0,0
832447,SS-1537,RE,8,0,0
832449,AP-0700,LE,4,1,0
832450,SS-1537,LT,4,1,0
832452,AP-0700,RT,0,0,0
832453,AP-0700,RT,1,1,0
832456,EE-0250,RT,5,1,0
832460,AP-0700,LE,10,1,0
832461,AP-0700,LE,2,0,0
832465,WS-0650,LG,4,0,0
832469,EE-0250,MD,8,1,0
832470,DP-2037,MD,15,1,0
832471,EE-0250,MD,1,0,0
832482,EE-0250,RG,2,0,0
832485,EE-0250,RE,1,0,0
832487,DP-2037,LE,42,1,0
832488,EE-0250,RG,8,1,0
832489,EE-0250,LG,2,1,0
832491,EE-0250,RE,1,0,0
832497,CK-0250,NL,-1,0,1
832500,EE-0250,MD,13,1,0
832501,EE-0250,RG,6,1,0
832505,TP-1650,RG,0,0,0
832507,EE-0250,LG,2,0,0
832511,AP-0700,RE,0,0,0
832520,CT-1220,MD,1,1,0
832526,TP-1650,LE,9,1,0
832527,TP-1650,MD,3,1,0
832528,RC-1500,LE,7,1,0
832531,TP-1650,RT,10,1,0
832539,AP-0700,LT,2,0,0
832542,CT-1220,RE,2,0,0
832545,EE-0250,MD,2,0,0
832547,EE-0250,MD,3,1,0
832548,EE-0250,RG,-1,0,0
832550,RC-1500,LE,4,1,0
832552,EE-0250,MD,1,0,0
832553,DP-2037,LG,2,1,0
832554,EE-0250,MD,2,1,0
832571,EE-0250,LG,3,1,0
832572,DP-2037,RE,11,1,0
832573,EE-0250,RE,-2,0,0
832574,EE-0250,MD,7,1,0
832575,EE-0250,RE,27,1,0
832576,DP-2037,NL,-1,0,1
832579,DH-2450,RT,-3,0,0
832583,MM-0050,RT,5,1,0
832588,JB-5725,RE,5,1,0
832592,DH-2450,MD,3,0,0
832598,MM-0050,LG,2,0,0
832602,DH-2450,RT,8,1,0
832604,DH-2450,LT,2,0,0
832607,DH-2450,RG,12,1,0
832608,DH-2450,RG,0,0,0
832614,MM-0050,MD,8,1,0
832617,MM-0050,LE,1,0,0
832618,MM-0050,LE,2,0,0
832619,JB-5725,MD,7,1,0
832621,NH-1237,LE,5,0,0
832624,MM-0050,LG,10,1,0
832625,JW-3325,LE,15,1,0
832626,MM-0050,LG,0,0,0
832631,DL-1700,LT,4,1,0
832632,MM-0912,MD,3,0,0
832637,MM-0050,LG,3,0,0
832638,MM-0050,MD,1,0,0
832650,NH-1237,MD,4,1,0
832655,MM-0050,RE,1,0,0
832656,JB-5725,RE,2,0,0
832659,MM-0912,RE,7,1,0
832660,DH-2450,MD,5,1,0
832663,DH-2450,MD,1,1,0
832667,MM-0050,LE,5,1,0
832668,JW-3325,LG,4,1,0
832669,JW-3325,LG,5,1,0
832670,JB-5725,MD,4,1,0
832672,MM-0050,MD,-2,0,0
832674,DH-2450,RG,12,1,0
832677,MM-0912,RE,7,0,0
832681,MM-0050,MD,9,1,0
832682,MM-0050,LG,1,1,0
832684,JW-3325,MD,3,0,0
832688,DH-2450,RT,11,1,0
832689,DH-2450,RT,6,1,0
832690,DH-2450,MD,18,1,0
832691,DL-1700,LG,2,0,0
832693,DH-2450,RT,0,0,0
832694,MM-0912,RE,0,0,0
832696,DH-2450,RE,4,1,0
832697,AH-3862,RE,1,0,0
832701,MM-0050,LE,0,0,0
832704,DH-2450,RG,2,0,0
832705,DL-1700,LT,3,0,0
832709,MM-0050,MD,7,1,0
832710,JW-3325,RG,55,1,0
832720,MM-0050,LG,-3,0,0
832722,JB-5725,RE,7,0,0
832723,JB-5725,MD,1,1,0
832724,MM-0050,MD,1,0,0
832725,MM-0050,RG,0,0,0
832726,MM-0050,MD,0,0,0
832729,MM-0912,RG,15,1,0
832734,JB-5725,NL,-1,0,1
832736,LF-0650,LG,3,0,0
832738,LF-0650,MD,1,0,0
832742,CH-5000,LT,6,1,0
832746,GM-1350,MD,3,0,0
832747,LF-0650,LT,2,0,0
832751,CH-5000,LT,6,1,0
832753,CH-5000,RG,7,1,0
832756,DJ-1850,MD,8,1,0
832759,CH-5000,RG,4,1,0
832762,DJ-1850,LG,5,0,0
832766,LF-0650,RG,1,0,0
832768,GM-1350,RE,21,1,0
832770,GM-1350,MD,2,0,0
832774,CH-5000,RG,3,0,0
832778,LF-0650,RG,2,0,0
832782,CH-5000,LG,0,0,0
832787,LF-0650,LE,10,1,0
832789,LF-0650,LG,4,1,0
832794,LF-0650,MD,14,1,0
832798,CH-5000,LG,14,1,0
832803,CH-5000,RE,5,1,0
832806,DW-1725,RT,4,1,0
